Date,day,port_AR,n_banks,port_se,port_CAR,t_port,p_port,sig
2023-03-08,-2,-0.005449320046448325,47,0.0012738121377491164,-0.005449320046448325,-4.277962098930475,9.442412806241522e-5,***
2023-03-09,-1,-0.07500106126190483,47,0.018673773649329383,-0.08045038130835315,-4.016384833099778,2.1648452912213038e-4,***
2023-03-10,0,-0.02972320197366519,46,0.012093326812936877,-0.11017358328201834,-2.4578184674434413,0.01789476021886955,*
2023-03-13,1,-0.13504625987019883,45,0.025543140122106407,-0.24521984315221718,-5.286987395622613,3.7173790303640244e-6,***
2023-03-14,2,0.02198994561059166,45,0.008786457081953693,-0.2232298975416255,2.502709044781692,0.01611245422874981,*
