Date,Open,High,Low,Close,Adj Close,Volume
2022-08-18,460.5600,461.8900,453.9900,457.4600,457.4600,268980
2022-08-19,446.9600,447.9200,431.3100,435.3900,435.3900,355250
2022-08-22,423.9600,426.1400,417.3550,420.8700,420.8700,366740
2022-08-23,424.9900,428.7200,419.3100,422.5100,422.5100,361380
2022-08-24,424.6300,433.4050,422.5400,429.5000,429.5000,318090
2022-08-25,429.4800,439.6100,428.1400,438.5100,438.5100,197850
2022-08-26,440.0000,440.8100,410.5000,410.5600,410.5600,434230
2022-08-29,405.9000,412.3800,404.3000,404.8100,404.8100,416300
2022-08-30,407.2300,409.1600,396.3200,408.1900,408.1900,503070
2022-08-31,410.3300,417.2500,405.3900,406.5200,406.5200,412740
2022-09-01,400.2200,402.2500,389.1700,401.9400,401.9400,633660
2022-09-02,406.9000,414.4400,392.6850,395.1000,395.1000,426470
2022-09-06,392.4800,395.6200,377.1000,383.6400,383.6400,438710
2022-09-07,382.3800,399.6800,381.0000,398.5300,398.5300,276110
2022-09-08,392.0800,415.6000,390.2374,413.9800,413.9800,482830
2022-09-09,421.3930,425.9200,420.0500,422.9700,422.9700,440990
2022-09-12,392.3900,416.3814,390.0400,406.1500,406.1500,1040000
2022-09-13,395.8700,398.8800,383.6200,384.6900,384.6900,795600
2022-09-14,383.3900,386.7050,370.0800,377.5900,377.5900,763600
2022-09-15,378.8500,392.4600,377.1600,379.0300,379.0300,517220
2022-09-16,371.6600,371.6600,354.7391,362.4200,362.4200,1320000
2022-09-19,356.4700,370.0700,356.4700,365.8000,365.8000,422950
2022-09-20,362.0000,368.8200,360.0700,365.1700,365.1700,424850
2022-09-21,367.0000,376.0000,359.5200,359.5300,359.5300,466380
2022-09-22,360.7000,360.7300,342.1500,342.5700,342.5700,496040
2022-09-23,337.4100,341.5300,331.6000,340.8300,340.8300,607140
2022-09-26,339.0000,348.5100,334.2300,335.7000,335.7000,530440
2022-09-27,338.7900,343.5300,328.2650,333.8400,333.8400,482570
2022-09-28,336.2100,345.9650,334.1950,343.7200,343.7200,488940
2022-09-29,335.7600,340.2600,331.9600,337.9300,337.9300,416300
2022-09-30,336.6700,344.7500,332.6500,335.7800,335.7800,529280
2022-10-03,341.3700,356.6900,337.9400,354.8900,354.8900,538510
2022-10-04,361.3900,377.3000,361.3900,376.4900,376.4900,591530
2022-10-05,363.9600,368.9200,359.7400,364.1200,364.1200,716120
2022-10-06,359.5100,366.6500,353.5350,356.5700,356.5700,450090
2022-10-07,348.9500,349.2300,339.0200,341.4700,341.4700,480970
2022-10-10,346.3300,349.0500,335.6900,340.5400,340.5400,364070
2022-10-11,338.5900,341.5100,330.6200,335.7900,335.7900,427750
2022-10-12,335.2800,340.0820,331.0000,335.2500,335.2500,398220
2022-10-13,322.1200,350.5600,316.0400,345.0700,345.0700,792280
2022-10-14,351.7200,354.8050,317.2500,317.7700,317.7700,943110
2022-10-17,328.4000,334.5500,325.9600,333.5100,333.5100,710160
2022-10-18,342.2600,344.4700,326.1500,330.0400,330.0400,988680
2022-10-19,327.2200,331.8550,312.3500,315.3700,315.3700,668380
2022-10-20,314.7100,321.8229,301.8800,302.4600,302.4600,1400000
2022-10-21,255.0000,261.5100,228.5200,230.0300,230.0300,5610000
2022-10-24,229.0400,237.7000,228.5200,232.0100,232.0100,2450000
2022-10-25,230.7000,240.9500,230.7000,239.5000,239.5000,2280000
2022-10-26,237.3000,249.6000,235.6350,241.6900,241.6900,1070000
2022-10-27,244.1500,244.1500,227.7900,229.3800,229.3800,1630000
2022-10-28,230.0000,237.3884,229.2700,234.1500,234.1500,1440000
2022-10-31,232.8600,235.2100,227.3600,230.9600,230.9600,1300000
2022-11-01,235.0000,235.6600,227.0800,228.9800,228.9800,1250000
2022-11-02,228.1200,228.5457,212.6400,213.0500,213.0500,1800000
2022-11-03,210.6800,212.7700,207.3500,207.6200,207.6200,1150000
2022-11-04,211.6700,217.4000,206.3500,213.2000,213.2000,991670
2022-11-07,216.0200,217.1550,206.1900,212.9100,212.9100,786650
2022-11-08,212.0300,221.8250,205.3700,218.4200,218.4200,975520
2022-11-09,214.7600,214.7600,204.3700,208.3000,208.3000,1020000
2022-11-10,222.3800,239.9000,221.8300,230.9500,230.9500,2029999
2022-11-11,233.6200,239.5400,230.3400,235.6200,235.6200,1280000
2022-11-14,232.3600,234.3200,219.6300,219.7600,219.7600,1020000
2022-11-15,227.4300,244.3800,227.4300,239.9300,239.9300,1630000
2022-11-16,236.0100,239.6100,230.7200,235.0500,235.0500,880190
2022-11-17,227.9700,229.2500,218.6200,222.6200,222.6200,1060000
2022-11-18,228.4000,229.2800,221.8600,223.5300,223.5300,918460
2022-11-21,221.2000,222.5050,210.1100,215.1200,215.1200,1460000
2022-11-22,216.7900,224.3800,215.2800,217.2700,217.2700,692740
2022-11-23,217.0100,225.1900,216.1300,222.2000,222.2000,700950
2022-11-25,222.0300,223.0000,219.0700,222.6000,222.6000,268470
2022-11-28,219.9000,230.2800,216.2800,217.5200,217.5200,835850
2022-11-29,219.8000,223.2600,217.0750,219.1300,219.1300,767050
2022-11-30,220.6700,232.4000,214.5000,231.7800,231.7800,1450000
2022-12-01,231.6900,235.8500,225.9700,228.1700,228.1700,750700
2022-12-02,224.3800,227.0200,218.0800,224.9200,224.9200,794700
2022-12-05,220.0000,222.5800,208.1200,209.2400,209.2400,1150000
2022-12-06,207.9600,208.9800,198.3182,200.2600,200.2600,1750000
2022-12-07,198.1000,209.1400,198.1000,208.2800,208.2800,2020000
2022-12-08,210.5900,223.2900,208.2500,222.6400,222.6400,1520000
2022-12-09,223.5000,225.0000,219.4400,220.2700,220.2700,891730
2022-12-12,221.8400,226.3700,216.1000,223.4000,223.4000,1020000
2022-12-13,233.9400,247.5000,229.0708,234.1500,234.1500,1920000
2022-12-14,231.7600,237.7800,228.7000,230.5700,230.5700,967560
2022-12-15,224.1500,228.6500,219.7753,220.6000,220.6000,1050000
2022-12-16,219.0800,220.3701,209.9900,213.4000,213.4000,1910000
2022-12-19,212.9100,212.9100,208.0001,210.3900,210.3900,724140
2022-12-20,210.1800,214.3500,208.4700,212.4600,212.4600,817240
2022-12-21,216.1900,219.8000,215.1600,217.3500,217.3500,603600
2022-12-22,213.6500,215.9800,207.3650,215.8000,215.8000,813540
2022-12-23,215.1300,216.9700,211.6350,216.8500,216.8500,332550
2022-12-27,216.4000,219.3100,210.3300,216.1100,216.1100,485230
2022-12-28,215.6100,217.8100,212.8400,216.4500,216.4500,480000
