Date,Open,High,Low,Close,Adj Close,Volume
2022-08-08,187.57,192.64,187.57,188.77,188.77,413410
2022-08-09,188.43,188.44,185.24,187.00,187.00,445400
2022-08-10,192.60,201.03,190.93,197.14,197.14,616050
2022-08-11,200.00,204.76,198.49,202.06,202.06,549000
2022-08-12,204.68,206.58,201.25,206.41,206.41,322600
2022-08-15,203.55,205.74,202.30,204.74,204.74,878350
2022-08-16,204.24,208.48,200.83,207.12,207.12,406870
2022-08-17,203.63,204.85,200.25,201.76,201.76,438620
2022-08-18,200.30,202.39,199.33,201.65,201.65,650980
2022-08-19,196.90,197.33,188.71,189.96,189.96,902740
2022-08-22,187.73,187.73,183.32,185.37,185.37,657260
2022-08-23,185.29,188.92,185.29,186.08,186.08,425100
2022-08-24,185.74,189.56,185.65,186.87,186.87,427800
2022-08-25,187.93,192.00,186.98,190.85,190.85,779960
2022-08-26,193.17,193.67,181.12,181.14,181.14,1580000
2022-08-29,180.83,181.93,176.94,178.04,178.04,629210
2022-08-30,179.94,180.64,174.40,176.57,176.57,511710
2022-08-31,177.44,179.16,173.93,174.36,174.36,562480
2022-09-01,172.32,172.32,168.45,171.76,171.76,592530
2022-09-02,175.18,175.50,169.97,171.28,171.28,554700
2022-09-06,173.26,173.26,166.12,168.37,168.37,1140000
2022-09-07,167.13,175.60,166.91,175.38,175.38,910610
2022-09-08,172.27,182.00,171.64,181.08,181.08,800370
2022-09-09,184.83,186.85,183.50,183.76,183.76,519700
2022-09-12,184.63,189.06,183.38,187.81,187.81,494630
2022-09-13,179.92,181.66,177.42,177.85,177.85,728250
2022-09-14,178.15,178.70,174.14,177.27,177.27,616280
2022-09-15,177.18,184.88,176.49,178.80,178.80,488910
2022-09-16,175.70,175.70,169.92,171.91,171.91,1220000
2022-09-19,169.16,174.48,168.88,172.15,172.15,478460
2022-09-20,169.98,171.45,166.63,169.08,169.08,543770
2022-09-21,170.62,175.13,168.26,168.57,168.57,679660
2022-09-22,169.42,169.84,159.90,160.01,160.01,768780
2022-09-23,157.38,158.05,152.50,156.14,156.14,638470
2022-09-26,155.00,158.63,150.85,151.00,151.00,882580
2022-09-27,153.00,154.29,146.00,150.14,150.14,973200
2022-09-28,151.85,156.47,150.04,154.99,154.99,502330
2022-09-29,151.87,154.74,149.21,152.88,152.88,783680
2022-09-30,152.09,153.97,149.68,151.00,151.00,811900
2022-10-03,153.22,157.19,151.04,156.98,156.98,645200
2022-10-04,160.51,165.20,160.51,164.09,164.09,909790
2022-10-05,159.29,161.42,156.50,160.76,160.76,415470
2022-10-06,158.77,161.71,157.29,157.59,157.59,416080
2022-10-07,154.93,155.05,151.36,152.99,152.99,467280
2022-10-10,154.73,155.76,151.02,152.44,152.44,699400
2022-10-11,152.00,153.31,147.65,148.68,148.68,891480
2022-10-12,148.36,150.79,146.00,148.45,148.45,517559
2022-10-13,144.27,155.78,141.30,153.79,153.79,712920
2022-10-14,156.96,157.99,144.69,145.00,145.00,1240000
2022-10-17,151.81,156.04,150.57,153.06,153.06,1600000
2022-10-18,143.50,159.28,141.12,157.29,157.29,2320000
2022-10-19,153.79,155.87,150.75,152.29,152.29,1770000
2022-10-20,151.91,154.02,142.40,142.66,142.66,1180000
2022-10-21,142.54,143.93,135.10,142.31,142.31,1350000
2022-10-24,143.50,148.46,141.78,148.19,148.19,1210000
2022-10-25,147.19,152.73,146.58,152.55,152.55,849530
2022-10-26,152.66,158.64,151.93,155.82,155.82,791850
2022-10-27,158.33,158.87,151.01,151.41,151.41,566660
2022-10-28,151.69,158.76,151.44,158.70,158.70,758080
2022-10-31,158.02,161.38,156.13,158.53,158.53,947410
2022-11-01,160.75,162.93,159.75,160.01,160.01,893850
2022-11-02,159.57,159.57,146.56,146.66,146.66,1140000
2022-11-03,144.32,145.32,141.43,144.18,144.18,697470
2022-11-04,148.72,149.65,145.15,148.53,148.53,581550
2022-11-07,148.90,150.10,145.66,148.38,148.38,508980
2022-11-08,147.53,149.52,136.88,142.14,142.14,2370000
2022-11-09,138.00,138.07,129.96,132.02,132.02,1830000
2022-11-10,139.31,144.79,137.97,140.94,140.94,2650000
2022-11-11,137.50,145.46,137.00,143.98,143.98,1580000
2022-11-14,143.53,145.03,138.69,138.77,138.77,1240000
2022-11-15,143.58,157.41,143.32,147.94,147.94,1940000
2022-11-16,144.90,145.78,137.10,138.01,138.01,1180000
2022-11-17,135.11,135.50,130.12,132.01,132.01,1020000
2022-11-18,135.30,135.88,130.34,132.03,132.03,1260000
2022-11-21,131.62,132.95,130.28,132.00,132.00,926630
2022-11-22,133.00,136.34,131.43,136.19,136.19,1120000
2022-11-23,136.32,140.40,135.33,139.51,139.51,757220
2022-11-25,139.00,140.59,138.53,140.24,140.24,291630
2022-11-28,137.82,140.85,133.47,134.27,134.27,1050000
2022-11-29,135.23,137.65,134.19,135.58,135.58,792310
2022-11-30,135.69,139.85,131.81,139.50,139.50,1140000
2022-12-01,139.90,141.74,137.06,138.04,138.04,813460
2022-12-02,135.88,137.35,134.91,136.00,136.00,612170
2022-12-05,134.00,134.88,124.38,125.88,125.88,1400000
2022-12-06,125.70,125.79,118.50,118.86,118.86,2420000
2022-12-07,114.97,118.87,113.45,116.99,116.99,2049999
2022-12-08,117.93,120.72,115.84,119.30,119.30,1410000
2022-12-09,118.32,121.00,117.23,118.56,118.56,879630
2022-12-12,119.28,123.33,116.46,122.73,122.73,1200000
2022-12-13,126.51,128.39,119.01,120.00,120.00,1480000
2022-12-14,119.56,122.22,114.79,116.65,116.65,1290000
2022-12-15,114.07,117.15,113.76,115.41,115.41,996750
2022-12-16,114.79,117.01,113.25,113.87,113.87,2780000
2022-12-19,114.09,115.01,112.24,114.00,114.00,821170
2022-12-20,114.21,116.21,113.37,113.92,113.92,598360
2022-12-21,115.56,117.00,113.47,115.24,115.24,804580
2022-12-22,113.73,115.72,111.02,115.61,115.61,825520
2022-12-23,115.51,115.75,112.99,115.00,115.00,357180
2022-12-27,114.79,115.40,112.99,113.98,113.98,584190
2022-12-28,113.98,114.60,110.06,111.69,111.69,911250
2022-12-29,112.41,117.35,112.26,116.12,116.12,1070000
2022-12-30,113.98,115.89,113.34,115.22,115.22,900100
2023-01-03,117.14,118.21,112.56,113.17,113.17,1120000
2023-01-04,115.80,119.45,114.25,117.94,117.94,1070000
2023-01-05,110.32,115.65,109.44,110.84,110.84,2040000
2023-01-06,109.49,116.93,106.81,116.30,116.30,1650000
2023-01-09,115.31,119.18,114.48,115.79,115.79,1210000
2023-01-10,113.66,116.33,110.23,114.51,114.51,1540000
2023-01-11,115.00,117.89,113.27,117.72,117.72,1080000
2023-01-12,118.38,119.00,114.00,117.04,117.04,1070000
2023-01-13,113.49,119.05,112.04,118.37,118.37,1480000
2023-01-17,126.05,131.85,117.52,121.18,121.18,3000000
2023-01-18,119.15,127.91,117.65,118.36,118.36,1970000
2023-01-19,116.86,119.75,114.22,118.91,118.91,1260000
2023-01-20,120.89,128.68,120.06,127.79,127.79,1690000
2023-01-23,130.18,131.05,127.34,129.11,129.11,1850000
2023-01-24,128.49,129.11,125.32,127.43,127.43,825870
2023-01-25,124.94,126.42,119.92,125.95,125.95,2029999
2023-01-26,127.44,127.54,123.58,125.46,125.46,948280
2023-01-27,124.99,127.60,124.06,127.39,127.39,1250000
2023-01-30,125.33,126.35,122.24,122.44,122.44,994470
2023-01-31,122.84,128.96,122.74,128.95,128.95,1220000
2023-02-01,128.17,138.01,126.43,135.50,135.50,1900000
2023-02-02,139.75,149.72,139.65,143.17,143.17,2140000
2023-02-03,135.71,142.99,134.30,138.93,138.93,1330000
2023-02-06,136.40,137.86,133.94,134.85,134.85,1060000
2023-02-07,133.78,139.21,132.18,138.74,138.74,1280000
2023-02-08,137.02,139.14,135.04,135.80,135.80,990890
2023-02-09,137.57,137.88,132.82,134.25,134.25,1320000
2023-02-10,131.59,133.76,128.48,129.93,129.93,1060000
2023-02-13,128.40,131.45,127.03,130.67,130.67,701260
2023-02-14,130.12,133.80,127.40,130.15,130.15,615480
2023-02-15,129.23,134.85,127.90,134.78,134.78,817840
2023-02-16,131.15,132.66,127.01,127.02,127.02,930770
2023-02-17,125.97,126.59,122.53,124.31,124.31,797200
2023-02-21,123.03,123.24,116.36,116.78,116.78,898150
2023-02-22,117.21,119.32,114.97,116.98,116.98,799380
2023-02-23,119.00,119.26,113.39,116.28,116.28,710670
2023-02-24,113.57,115.25,112.79,114.21,114.21,686980
2023-02-27,117.04,117.10,113.32,113.81,113.81,656390
2023-02-28,113.90,116.75,112.00,115.05,115.05,975990
2023-03-01,113.89,114.56,110.96,112.61,112.61,897360
2023-03-02,106.48,109.62,104.63,109.56,109.56,2580000
2023-03-03,110.50,114.35,109.38,113.70,113.70,1490000
2023-03-06,111.65,114.53,110.68,110.89,110.89,1590000
2023-03-07,109.83,111.24,104.76,104.89,104.89,1650000
2023-03-08,104.65,105.47,101.83,103.35,103.35,2190000
2023-03-09,95.90,100.30,90.33,90.76,90.76,8560000
2023-03-10,75.03,90.67,61.37,70.00,70.00,21710000
